# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
wii	Manhunt 2 (USA)	95	3609	wii	./roms/Manhunt 2 (USA).wbfs
wii	Scooby-Doo! and the Spooky Swamp (USA)	95	1850	wii	./roms/Scooby-Doo! and the Spooky Swamp (USA).wbfs
wii	Super Mario Galaxy 2 (USA)	95	1388	wii	./roms/Super Mario Galaxy 2 (USA).wbfs
wii	Super Smash Bros. Brawl (USA)	95	4293	wii	./roms/Super Smash Bros. Brawl (USA).wbfs
wii	Data East Arcade Classics (USA)	95	1197	wii	./roms/Data East Arcade Classics (USA).wbfs
wiiu	Teslagrad	95	550	wiiu	./roms/Teslagrad (EU).wua
wiiware	Blaster Master Overdrive (USA)	95	37	wiiware	./roms/Blaster Master - Overdrive (USA).wad
wiiware	Eco-Shooter: Plant 530 (USA)	95	19	wiiware	./roms/Eco Shooter - Plant 530 (USA).wad
wiiware	Hydroventure (USA)	95	36	wiiware	./roms/Fluidity (USA).wad
wiiware	Enjoy Your Massage! (USA)	95	23	wiiware	./roms/Enjoy your Massage! (USA).wad
wonderswancolor	Neo Mystery Bonus : Real Casino Series (World) (En,Ja)	95	0	ngpc	./roms/Neo Mystery Bonus - Real Casino Series (World) (En,Ja).zip
xbox	Heroes Of The Pacific	95	1948	xbox	./roms/Heroes of the Pacific (USA).iso
xbox360	Red Dead Redemption (Disc 2)	95	7171	xbox360	./roms/Red Dead Redemption (Disc 2).iso
zxspectrum	Turbo Esprit (Europe)	95	0	zxspectrum	./roms/Turbo Esprit (Europe).zip
zxspectrum	Vulcan (Europe)	95	0	zxspectrum	./roms/Vulcan (Europe).zip
zxspectrum	Alien Syndrome (Europe)	95	0	zxspectrum	./roms/Alien Syndrome (Europe).zip
3do	BC Racers (USA, Europe)	90	166	3do	./roms/USA/BC Racers (USA, Europe).chd
3do	Pro Stadium (Japan)	90	111	3do	./roms/Japan/Pro Stadium (Japan).chd
3do	Virtual Horror: Norowarate Yakata (USA)	90	362	3do	./roms/USA/Escape from Monster Manor - A Terrifying Hunt for the Undead (USA).chd
3do	Panzer General (USA, Europe)	90	119	3do	./roms/USA/Panzer General (USA, Europe).chd
3do	Road Rash (USA)	90	503	3do	./roms/USA/Road Rash (USA).chd
3do	Wolfenstein 3d (USA)	90	58	3do	./roms/USA/Wolfenstein 3D (USA).chd
amiga500	Aladdin	90	2	amiga500	./roms/Aladdin.zip
amiga500	Apache	90	1	amiga500	./roms/Apache.zip
amiga500	Benefactor	90	2	amiga500	./roms/Benefactor.zip
amiga500	Cadaver	90	1	amiga500	./roms/Cadaver.zip
amiga500	Captain Fizz Meets the Blaster-Trons	90	0	amiga500	./roms/Captain Fizz Meets the Blaster-Trons.zip
amiga500	Gods	90	1	amiga500	./roms/Gods.zip
amiga500	James Bond : The Stealth Affair	90	2	amiga500	./roms/James Bond  The Stealth Affair.zip
amiga500	Jim Power in Mutant Planet	90	2	amiga500	./roms/Jim Power in Mutant Planet.zip
amiga500	Lemmings 2 : The Tribes	90	2	amiga500	./roms/Lemmings 2  The Tribes.zip
amiga500	Lotus Turbo Challenge 2	90	1	amiga500	./roms/Lotus Turbo Challenge 2.zip
amiga500	Mortville Manor [EU]	90	1	amiga500	./roms/Mortville Manor [EU].zip
amiga500	New York Warriors	90	1	amiga500	./roms/New York Warriors.zip
amiga500	North & South	90	1	amiga500	./roms/North & South.zip
amiga500	Oil Imperium	90	1	amiga500	./roms/Oil Imperium.zip
amiga500	Pang	90	1	amiga500	./roms/Pang.zip
amiga500	Paperboy	90	0	amiga500	./roms/Paperboy.zip
amiga500	Parasol Stars - Rainbow Islands 2	90	1	amiga500	./roms/Parasol Stars - Rainbow Islands 2.zip
amiga500	Pinball Dreams	90	1	amiga500	./roms/Pinball Dreams.zip
amiga500	Project-X	90	3	amiga500	./roms/Project-X.zip
amiga500	Projectyle	90	0	amiga500	./roms/Projectyle.zip
amiga500	Scooby-Doo and Scrappy-Doo	90	1	amiga500	./roms/Scooby-Doo and Scrappy-Doo.zip
amiga500	Superfrog	90	3	amiga500	./roms/Superfrog.zip
amiga500	The Colonel's Bequest	90	3	amiga500	./roms/The Colonel's Bequest.zip
amiga500	The Faery Tale Adventure	90	0	amiga500	./roms/The Faery Tale Adventure.zip
amiga500	Time Machine	90	0	amiga500	./roms/Time Machine.zip
amiga500	Turrican	90	1	amiga500	./roms/Turrican.zip
amiga500	TwinWorld : Land of Vision	90	1	amiga500	./roms/TwinWorld  Land of Vision.zip
amiga500	UFO : Enemy Unknown	90	3	amiga500	./roms/UFO  Enemy Unknown.zip
amiga500	Ugh!	90	0	amiga500	./roms/Ugh!.zip
amiga500	Virocop	90	2	amiga500	./roms/Virocop.zip
amiga500	Vroom	90	1	amiga500	./roms/Vroom.zip
amiga500	Warhead	90	0	amiga500	./roms/Warhead.zip
amiga500	Wicked	90	0	amiga500	./roms/Wicked.zip
amiga500	Xenomorph	90	1	amiga500	./roms/Xenomorph.zip
amiga500	Yogi's Great Escape	90	0	amiga500	./roms/Yogi's Great Escape.zip
amiga500	Zeewolf 2 - Wild Justice	90	0	amiga500	./roms/Zeewolf 2 - Wild Justice.zip
amiga500	4D Sports Driving	90	1	amiga500	./roms/4D Sports Driving.zip
amiga500	Blob	90	0	amiga500	./roms/Blob.zip
amiga500	Brian the Lion	90	2	amiga500	./roms/Brian the Lion.zip
amiga500	Colonization	90	2	amiga500	./roms/Colonization.zip
amiga500	Dragon Wars	90	1	amiga500	./roms/Dragon Wars.zip
amiga500	Epic	90	3	amiga500	./roms/Epic.zip
amstradcpc	Avenger (E)	90	0	amstradcpc	./roms/Avenger (E).zip
amstradcpc	Batman - The Movie (E)	90	0	amstradcpc	./roms/Batman (E).zip
amstradcpc	Chimera (E)	90	0	amstradcpc	./roms/Chimera (E).zip
amstradcpc	Crafton And Xunk (E)	90	0	amstradcpc	./roms/Get Dexter ! (E).zip
amstradcpc	Dan Dare 3 - The Escape (E)	90	0	amstradcpc	./roms/Dan Dare III - The Escape (E).zip
amstradcpc	Fighter Pilot (E,F,G)	90	0	amstradcpc	./roms/Fighter Pilot (E,F,G).zip
amstradcpc	Forest At World's End, The (E)	90	0	amstradcpc	./roms/Forest at Worlds End (E), The.zip
amstradcpc	Game Over (E)	90	0	amstradcpc	./roms/Game Over (E).zip
amstradcpc	Ghostbusters (E)	90	0	amstradcpc	./roms/Ghostbusters (E).zip
amstradcpc	Gunship (F)	90	0	amstradcpc	./roms/Gunship (F) - Disk 1A.zip
amstradcpc	Heroes Of Karn (E)	90	0	amstradcpc	./roms/Heroes of Karn (E).zip
amstradcpc	Highway Encounter (E)	90	0	amstradcpc	./roms/Highway Encounter (E).zip
amstradcpc	Hotshot (E)	90	0	amstradcpc	./roms/Hotshot (E).zip
amstradcpc	Manic Miner (E)	90	0	amstradcpc	./roms/Manic Miner (E).zip
amstradcpc	Megablasters (E)	90	0	amstradcpc	./roms/Megablasters (E) - Disk 0.zip
amstradcpc	Power Drift (E)	90	0	amstradcpc	./roms/Power Drift (E).zip
amstradcpc	Saboteur (E)	90	0	amstradcpc	./roms/Saboteur (E).zip
amstradcpc	Shinobi (E)	90	0	amstradcpc	./roms/Shinobi (E).zip
amstradcpc	Tai-Pan (E)	90	0	amstradcpc	./roms/Tai-Pan (E).zip
amstradcpc	Thing on a Spring (E)	90	0	amstradcpc	./roms/Thing on a Spring (E).zip
amstradcpc	Thrust (E)	90	0	amstradcpc	./roms/Thrust (E).zip
amstradcpc	Trailblazer (E)	90	0	amstradcpc	./roms/Trailblazer (E).zip
amstradcpc	Vindicators (E)	90	0	amstradcpc	./roms/Vindicators (E).zip
amstradcpc	WEC Le Mans (E)	90	0	amstradcpc	./roms/WEC le Mans (E).zip
amstradcpc	Who Dares Wins 2 (E)	90	0	amstradcpc	./roms/Who Dares Wins II (E).zip
amstradcpc	Zap't'Balls: The Advanced Edition (E)	90	0	amstradcpc	./roms/Zap 'T' Balls - The Advanced Edition (E) - Disk 1B.zip
atari2600	Beany Bopper (USA)	90	0	atari2600	./roms/Beany Bopper (USA).zip
atari2600	Berzerk (USA)	90	0	atari2600	./roms/Berzerk (USA).zip
atari2600	Lady Bug (USA) (Unl)	90	0	atari2600	./roms/Lady Bug (USA) (Unl).zip
atari2600	Demolition Herby (USA)	90	0	atari2600	./roms/Demolition Herby (USA).zip
atari2600	Pressure Cooker (USA)	90	0	atari2600	./roms/Pressure Cooker (USA).zip
atari2600	2005 MiniGame MultiCart (USA) (Unl)	90	0	atari2600	./roms/2005 Minigame Multicart (USA) (Unl).zip
atari5200	Gremlins (USA)	90	0	atari5200	./roms/Gremlins (USA).zip
atari5200	Moon Patrol (USA)	90	0	atari5200	./roms/Moon Patrol (USA).zip
atari5200	Star Trek : Strategic Operations Simulator (USA)	90	0	atari5200	./roms/Star Trek - Strategic Operations Simulator (USA).zip
atari5200	Zenji (USA)	90	0	atari5200	./roms/Zenji (USA).zip
atari5200	Wizard of Wor (USA)	90	0	atari5200	./roms/Wizard of Wor (USA).zip
atari7800	Joust (USA)	90	0	atari7800	./roms/Joust (USA).7z
atari7800	Robotron : 2084 (USA)	90	0	atari7800	./roms/Robotron - 2084 (USA).7z
atari800	Chimera	90	0	atari800	./roms/Chimera.atr
c64	Bomberland (Europe) (Unl)	90	0	c64	./roms/Bomberland (Europe) (Unl).zip
c64	Bruce Lee (USA)	90	0	c64	./roms/Bruce Lee (USA).zip
c64	Championship 3D Snooker (Europe)	90	0	c64	./roms/Championship 3D Snooker (Europe).zip
c64	Count Duckula in No Sax Please : We're Egyptian (Europe)	90	0	c64	./roms/Count Duckula - No Sax Please, We're Egyptian (Europe).zip
c64	Dropzone (Europe)	90	0	c64	./roms/Dropzone (Europe).zip
c64	FireTrap (Europe)	90	0	c64	./roms/FireTrap (Europe).zip
c64	Grand Prix Circuit (USA)	90	0	c64	./roms/Grand Prix Circuit (USA).zip
c64	Henry's House (Europe)	90	0	c64	./roms/Henry's House (Europe).zip
c64	Impossible Mission II (USA)	90	0	c64	./roms/Impossible Mission II (USA).zip
c64	Koronis Rift (USA)	90	0	c64	./roms/Koronis Rift (USA).zip
c64	The Lurking Horror (USA)	90	0	c64	./roms/Lurking Horror, The (USA).zip
c64	Master of the Lamps (USA)	90	0	c64	./roms/Master of the Lamps (USA).zip
c64	Match Day II (Europe)	90	0	c64	./roms/Match Day II (Europe).zip
c64	Keith Von Eron's Pro Soccer (USA)	90	0	c64	./roms/Microprose Soccer (USA).zip
c64	Mikie (Europe)	90	0	c64	./roms/Mikie (Europe).zip
c64	Night Shift (Europe)	90	0	c64	./roms/Night Shift (Europe).zip
c64	Pyjamarama (Europe)	90	0	c64	./roms/Pyjamarama! (Europe).zip
c64	Ramparts (Europe)	90	0	c64	./roms/Ramparts (Europe).zip
c64	Rolling Thunder (Europe)	90	0	c64	./roms/Rolling Thunder (Europe).zip
c64	Silicon Dreams (Europe)	90	0	c64	./roms/Silicon Dreams (Europe).zip
c64	Starquake (Europe)	90	0	c64	./roms/Starquake (Europe).zip
c64	Stormlord (Europe)	90	0	c64	./roms/Stormlord (Europe).zip
c64	Super Robin Hood (Europe)	90	0	c64	./roms/Super Robin Hood (Europe).zip
c64	Time Machine (USA)	90	0	c64	./roms/Time Machine (USA).zip
c64	Who Dares Wins II (Europe)	90	0	c64	./roms/Who Dares Wins II (Europe).zip
c64	Winter Camp (Europe)	90	0	c64	./roms/Winter Camp (Europe).zip
c64	WWF Wrestlemania Challenge (Europe)	90	0	c64	./roms/WWF WrestleMania (Europe).zip
c64	Yogi's Great Escape (Europe)	90	0	c64	./roms/Yogi's Great Escape (Europe).zip
c64	Zeta-7 (Europe)	90	0	c64	./roms/Zeta-7 (Europe).zip
c64	Zolyx (Europe)	90	0	c64	./roms/Zolyx (Europe).zip
colecovision	The Heist (USA)	90	0	colecovision	./roms/Heist, The (USA).zip
colecovision	Mouse Trap (USA, Europe)	90	0	colecovision	./roms/Mousetrap (USA, Europe).zip
colecovision	Galaxian (USA)	90	0	colecovision	./roms/Galaxian (USA).zip
dc	Shenmue II (Europe) (Disc 4)	90	677	dreamcast	./roms/Shenmue II (Europe) (Disc 4).gdi
dc	Soldier of Fortune (USA)	90	904	dreamcast	./roms/Soldier of Fortune (USA).chd
dc	Sonic Adventure (Japan)	90	1086	dreamcast	./roms/Sonic Adventure International (Japan).chd
dc	Tennis 2K2 (USA)	90	277	dreamcast	./roms/Tennis 2K2 (USA).chd
dc	Test Drive Le Mans (USA)	90	320	dreamcast	./roms/Test Drive Le Mans (USA).chd
dc	Virtua Tennis (USA)	90	198	dreamcast	./roms/Virtua Tennis (USA).chd
dc	Border Down (Japan)	90	403	dreamcast	./roms/Border Down (Japan).chd
dc	Dance Dance Revolution Club Version Dreamcast Edition (Japan)	90	1020	dreamcast	./roms/Dance Dance Revolution Club Mix (Japan).chd
dc	F1 World Grand Prix II for Dreamcast (Europe)	90	633	dreamcast	./roms/F1 World Grand Prix II (Europe).chd
dc	Giant Gram 2000 : Zen Nihon Pro Wres 3 Eikou no Yuushatachi (Japan)	90	575	dreamcast	./roms/Giant Gram 2000 - All-Japan Pro Wrestling 3 (Japan).chd
dc	Hidden & Dangerous (USA)	90	470	dreamcast	./roms/Hidden & Dangerous (USA).chd
dc	Phantasy Star Online Ver. 2 (USA)	90	785	dreamcast	./roms/Phantasy Star Online Ver. 2 (USA).chd
dc	Samba de Amigo (USA)	90	1150	dreamcast	./roms/Samba de Amigo (USA).chd
dc	Skies of Arcadia (USA) (Disc 1)	90	762	dreamcast	./roms/Skies of Arcadia (USA) (Disc 1).chd
dc	Jet Set Radio (Europe)	90	665	dreamcast	./roms/Jet Set Radio (Europe).chd
dc	Metropolis Street Racer (USA)	90	654	dreamcast	./roms/Metropolis Street Racer (USA).chd
dc	Jet Grind Radio (USA)	90	819	dreamcast	./roms/Jet Grind Radio (USA).chd
dc	Omikron : The Nomad Soul (USA)	90	884	dreamcast	./roms/Omikron - The Nomad Soul (USA).chd
dc	Ooga Booga (USA)	90	119	dreamcast	./roms/Ooga Booga (USA).chd
dc	Power Stone (USA)	90	161	dreamcast	./roms/Power Stone (USA).chd
dc	Quake III Arena (USA)	90	693	dreamcast	./roms/Quake III Arena (USA).chd
dc	Sturmwind (World) (Unl)	90	817	dreamcast	./roms/Sturmwind (World) (Unl).cdi
famicom	Famicom Wars (Japan) (Translated En)	90	0	famicom	./roms/Famicom Wars (Japan) (Translated En).zip
famicom	Just Breed (Japan) (Translated En)	90	0	famicom	./roms/Just Breed (Japan) (Translated En).zip
famicom	Kunio-kun no Nekketsu Soccer League (Japan) (Translated En)	90	0	famicom	./roms/Kunio-kun no Nekketsu Soccer League (Japan) (Translated En).zip
famicom	Spelunker II : Yuusha e no Chousen (Japan) (Translated En)	90	0	famicom	./roms/Spelunker II - Yuusha e no Chousen (Japan) (Translated En).zip
famicom	Super Mario Bros. (25 Anniversary Edition) (Japan)	90	0	famicom	./roms/Super Mario Bros (25 Anniversary Edition) (Japan).zip
famicom	Sweet Home (Japan) (Translated En)	90	0	famicom	./roms/Sweet Home (Japan) (Translated En).zip
famicom	Akumajou Densetsu (Japan) (Translated En)	90	0	famicom	./roms/Akumajou Densetsu (Japan) (Translated En).zip
famicom	Gun Nac (Japan) (Translated En)	90	0	famicom	./roms/Gun Nac (Japan) (Translated En).zip
famicom	Hebereke (Japan) (Translated En)	90	0	famicom	./roms/Hebereke (Japan) (Translated En).zip
gamegear	Urban Strike (USA, Europe)	90	0	gamegear	./roms/Urban Strike (USA, Europe).zip
gb	Pokémon Yellow Special Pikachu Edition (USA, Europe) (GBC,SGB Enhanced)	90	1	gb	./roms/Pokemon - Yellow Version - Special Pikachu Edition (USA, Europe) (GBC,SGB Enhanced).zip
gb	Super Mario Land 2 : 6 Golden Coins (USA, Europe)	90	0	gb	./roms/Super Mario Land 2 - 6 Golden Coins (USA, Europe).zip
gb	Wario Land : Super Mario Land 3 (World)	90	0	gb	./roms/Wario Land - Super Mario Land 3 (World).zip
gb	Yogi Bear in Yogi Bear's Goldrush (USA)	90	0	gb	./roms/Yogi Bear in Yogi Bear's Goldrush (USA).zip
gba	Classic NES Series - Dr. Mario (USA, Europe)	90	4	gba	./roms/Classic NES Series - Dr. Mario (USA, Europe).zip
gba	Classic NES Series - The Legend of Zelda (USA, Europe)	90	4	gba	./roms/Classic NES Series - Legend of Zelda (USA, Europe).zip
gba	Classic NES Series : Metroid (USA, Europe)	90	4	gba	./roms/Classic NES Series - Metroid (USA, Europe).zip
gba	Dogz : Fashion (USA)	90	3	gba	./roms/Dogz - Fashion (USA).zip
gba	Extreme Ghostbusters (USA)	90	2	gba	./roms/Extreme Ghostbusters - Code Ecto-1 (USA).zip
gba	Hamtaro : Rainbow Rescue (Europe)	90	7	gba	./roms/Hamtaro - Rainbow Rescue (Europe).zip
gba	Mario Tennis: Power Tour (USA, Australia)	90	12	gba	./roms/Mario Tennis - Power Tour (USA, Australia).zip
gba	Pinball Challenge Deluxe (Europe)	90	2	gba	./roms/Pinball Challenge Deluxe (Europe).zip
gba	Puyo Pop Fever (Europe)	90	5	gba	./roms/Puyo Pop Fever (Europe).zip
gba	Samurai Jack : The Amulet of Time (USA, Europe)	90	3	gba	./roms/Samurai Jack - The Amulet of Time (USA, Europe).zip
gba	Shaman King : Master of Spirits 2 (USA)	90	6	gba	./roms/Shaman King - Master of Spirits 2 (USA).zip
gbah	Fire Emblem : The Sacred Stones (X)	90	12	gbah	./roms/Fire Emblem 7 - Sacred Contention (X).zip
gbah	Miteluode : Lingdian Renwu (X)	90	5	gbah	./roms/Metroid - ZM Disturbance (X).zip
gbah	Advance Wars 2 : Black Hole Rising (X)	90	4	gbah	./roms/Advance Wars_2 - War Room C (X).zip
gbah	Final Fantasy VI Advance (X)	90	10	gbah	./roms/Final Fantasy VI Advance (X).zip
gbc	Le Mans 24 Hours (Europe) (En,Fr,De,Es,It)	90	1	gbc	./roms/Le Mans 24 Hours (Europe) (En,Fr,De,Es,It).zip
gbc	Mario Tennis GB (USA)	90	1	gbc	./roms/Mario Tennis (USA).zip
gbc	Mickey's Racing Adventure (USA)	90	1	gbc	./roms/Mickey's Racing Adventure (USA).zip
gbc	Deja Vu I & II: The Casebooks of Ace Harding (USA)	90	0	gbc	./roms/Deja Vu I & II - The Casebooks of Ace Harding (USA).zip
genesish	Contra : Hard Corps (Enhanced Edition)	90	1	genesish	./roms/Contra - Hard Corps (Enhanced Edition).zip
genesish	Pana Der Hejhog	90	1	genesish	./roms/Pana Der Hejhog.zip
genesish	Probotector (X)	90	1	genesish	./roms/Probotector (X).zip
genesish	Shinobi III : Return of the Ninja Master (Enhanced Edition)	90	1	genesish	./roms/Shinobi III - Return of the Ninja Master (Enhanced Edition).zip
genesish	Super Street Fighter II	90	3	genesish	./roms/Super Street Fighter II - Enhanced Colors.zip
gx4000	Switchblade (Europe)	90	0	gx4000	./roms/Switchblade (Europe).7z
intellivision	Snafu (World)	90	0	intellivision	./roms/Snafu (World).zip
intellivision	Microsurgeon (World)	90	0	intellivision	./roms/Microsurgeon (World).zip
jaguar	Attack of the Mutant Penguins (World)	90	2	jaguar	./roms/Attack of the Mutant Penguins (World).zip
jaguar	Rayman (World)	90	3	jaguar	./roms/Rayman (World).zip
jaguar	Defender 2000 (World)	90	3	jaguar	./roms/Defender 2000 (World).zip
lynx	Gauntlet : The Third Encounter (USA, Europe)	90	0	lynx	./roms/Gauntlet - The Third Encounter (USA, Europe).zip
lynx	Joust (USA, Europe)	90	0	lynx	./roms/Joust (USA, Europe).zip
lynx	Kung Food (USA, Europe)	90	0	lynx	./roms/Kung Food (USA, Europe).zip
lynx	Pinball Jam (USA, Europe)	90	0	lynx	./roms/Pinball Jam (USA, Europe).zip
lynx	Roadblasters (USA, Europe)	90	0	lynx	./roms/RoadBlasters (USA, Europe).zip
lynx	Zarlor Mercenary (USA, Europe)	90	0	lynx	./roms/Zarlor Mercenary (USA, Europe).zip
mastersystem	Ultima IV : Quest of the Avatar (Europe)	90	0	mastersystem	./roms/Ultima IV - Quest of the Avatar (Europe).zip
mastersystem	Desert Strike (Europe)	90	0	mastersystem	./roms/Desert Strike (Europe).zip
mastersystem	Fantasy Zone II (USA, Europe)	90	0	mastersystem	./roms/Fantasy Zone II - The Tears of Opa-Opa (USA, Europe).zip
megadrive	Aladdin (Japan)	90	1	megadrive	./roms/Japan/Aladdin (Japan).zip
megadrive	Gynoug (Japan)	90	0	megadrive	./roms/Japan/Gynoug (Japan).zip
megadrive	Lightening Force : Quest for the Darkstar (USA)	90	1	genesis	./roms/Lightening Force - Quest for the Darkstar (USA).zip
megadrive	S.S. Lucifer : Man Overboard (Europe)	90	0	megadrive	./roms/Europe/Man Overboard! (Europe).7z
megadrive	Mortal Kombat III (Europe)	90	3	megadrive	./roms/Europe/Mortal Kombat 3 (Europe).7z
megadrive	Panorama Cotton (Japan)	90	1	megadrive	./roms/Japan/Panorama Cotton (Japan).zip
megadrive	Super Street Fighter II (USA)	90	3	genesis	./roms/Super Street Fighter II - The New Challengers (USA).zip
megadrive	The Disney Collection : QuackShot + Castle of Illu (Europe)	90	1	megadrive	./roms/Europe/Disney Collection, The (Europe).7z
megadrive	Landstalker : The Treasures of King Nole (Europe)	90	2	megadrive	./roms/Europe/Landstalker   The Treasures of King Nole (Europe).7z
megadrive	Mazin Wars (Europe)	90	1	megadrive	./roms/Europe/Mazin Wars (Europe).zip
megadrive	Mega Games 6 Vol. 3 (Europe)	90	1	megadrive	./roms/Europe/Mega Games 6 Vol. 3 (Europe).7z
megadrive	Probotector (Europe)	90	1	megadrive	./roms/Europe/Probotector (Europe).zip
megadrive	Super Real Basketball (Japan, Korea)	90	0	megadrive	./roms/Japan/Super Real Basketball (Japan, Korea).zip
megadrive	Garou Densetsu 2 : Aratanaru Tatakai (Japan)	90	2	megadrive	./roms/Japan/Garou Densetsu 2 - Aratanaru Tatakai (Japan).zip
megadrive	Landstalker : Koutei no Zaihou (Japan)	90	1	megadrive	./roms/Japan/Landstalker - Koutei no Zaihou (Japan).zip
megadrive	Mazin Saga (Japan, Korea)	90	1	megadrive	./roms/Japan/Mazin Saga (Japan, Korea).zip
megadrive	Musha Aleste : Full Metal Fighter Ellinor (Japan)	90	0	megadrive	./roms/Japan/Musha Aleste - Full Metal Fighter Ellinor (Japan).zip
megadrive	Nobunaga no Yabou : Zenkoku Ban (Japan)	90	0	megadrive	./roms/Japan/Nobunaga no Yabou - Zenkoku Ban (Japan).zip
megadrive	Street Fighter II' Plus : Champion Edition (Asia)	90	2	megadrive	./roms/Japan/Street Fighter II' Plus - Champion Edition (Asia).zip
megadrive	The Super Shinobi II (Japan, Korea)	90	1	megadrive	./roms/Japan/Super Shinobi II, The (Japan, Korea).zip
megadrive	Wardner no Mori Special (Japan)	90	0	megadrive	./roms/Japan/Wardner no Mori Special (Japan).zip
megadrive	Castlevania : The New Generation (Europe)	90	1	megadrive	./roms/Europe/Castlevania   The New Generation (Europe).zip
megadrive	EA Sports Double Header (Europe)	90	0	megadrive	./roms/Europe/EA Sports Double Header (Europe).7z
megadrive	Contra : The Hard Corps (Japan)	90	1	megadrive	./roms/Japan/Contra - The Hard Corps (Japan).zip
megadrive	Akumajou Dracula - Vampire Killer (Japan)	90	1	megadrive	./roms/Japan/Vampire Killer (Japan).zip
megadrive	Aero Blasters (Japan)	90	0	megadrive	./roms/Japan/Aero Blasters (Japan).zip
megadriveh	Castlevania : Bloodlines (Enhanced Colors)	90	1	megadriveh	./roms/Castlevania - Bloodlines (Enhanced Colors).md
megadriveh	Contra : Hard Corps (Enhanced Editon)	90	2	megadriveh	./roms/Contra - Hard Corps (Enhanced Editon).md
megadriveh	Kirby In Sonic The Hedgehog	90	1	megadriveh	./roms/Kirby in Sonic the Hedgehog.md
megadriveh	Pana Der Hejhog	90	1	megadriveh	./roms/Pana Der Hejhog.md
megadriveh	Street Fighter II' : Special Champion Edition (Enhanced Colors and Sound)	90	3	megadriveh	./roms/Street Fighter II' - Special Champion Edition (Enhanced Colors and Sound).md
msx1	Gradius 2 (Japan, Europe) (Beta)	90	0	msx1	./roms/Nemesis 2 (Japan, Europe) (Beta).zip
msx1	Gofer no Yabou Episode II (Japan, Europe) (Alt 2)	90	0	msx1	./roms/Nemesis 3 - The Eve of Destruction (Japan, Europe) (Alt 2).zip
msx1	Majou Densetsu (Japan)	90	0	msx1	./roms/Knightmare - Majou Densetsu (Japan).zip
msx1	The Light Corridor (Europe)	90	0	msx1	./roms/Light Corridor, The (Europe).zip
msx1	Yumetairiku Adventure (Japan, Europe)	90	0	msx1	./roms/Penguin Adventure (Japan, Europe).zip
msx1	Penguin Kun Wars (Japan)	90	0	msx1	./roms/Penguin-kun Wars (Japan).zip
msx1	Space Manbow (Japan)	90	0	msx1	./roms/Space Manbow (Japan).zip
