# Games on the Super Game HDD that your server does not have, rated 80+.
# Rating is the one already in that drive's own gamelist.xml, not my opinion.
platform	game	rating	size_mb	source_folder	path_on_drive
sfc	Go Go Ackman 3 (Japan)	85	1	sfc	./roms/Go Go Ackman 3 (Japan).7z
sfc	Gokujou Parodius (Japan)	85	1	sfc	./roms/Gokujou Parodius (Japan).7z
sfc	Human Baseball (Japan)	85	1	sfc	./roms/Human Baseball (Japan).7z
sfc	Masters : Harukanaru Augusta 2 (Japan)	85	1	sfc	./roms/Masters - Harukanaru Augusta 2 (Japan).zip
sfc	Nice de Shot (Japan)	85	0	sfc	./roms/Nice de Shot (Japan).7z
sfc	Seiken Densetsu 3 (Japan) (Translated En)	85	4	sfc	./roms/Seiken Densetsu 3 (Japan) (Translated En).7z
sfc	Super Bomber Man 5 (Japan)	85	2	sfc	./roms/Super Bomberman 5 (Japan).7z
sfc	Tactics Ogre : Let Us Cling Together (Japan) (Translated En)	85	2	sfc	./roms/Tactics Ogre - Let Us Cling Together (Japan) (Translated En).7z
sfc	Bishoujo Senshi Sailor Moon : Another Story (Japan) (Translated En)	85	2	sfc	./roms/Bishoujo Senshi Sailor Moon - Another Story (Japan) (Translated En).7z
sfc	Bishoujo Senshi Sailor Moon R (Japan) (Translated En)	85	1	sfc	./roms/Bishoujo Senshi Sailor Moon R (Japan) (Translated En).7z
sgb	Pokémon Silver Version (USA, Europe)	85	1	sgb	./roms/Pokemon - Silver Version (USA, Europe).zip
sgb	Survival Kids (USA)	85	0	sgb	./roms/Survival Kids (USA).zip
sgb	Aladdin (USA)	85	0	sgb	./roms/Aladdin (USA).zip
sgb	Pokémon Gold Version (USA, Europe)	85	1	sgb	./roms/Pokemon - Gold Version (USA, Europe).zip
snes	Demon's Crest (USA)	85	1	snes	./roms/USA/Demon's Crest (USA).zip
snes	Donald in Maui Mallard (Europe)	85	2	snes	./roms/Europe/Donald in Maui Mallard (Europe).zip
snes	Looney Tunes Basketball (Europe)	85	2	snes	./roms/Europe/Looney Tunes Basketball (Europe).zip
snes	NHL 95 (USA)	85	1	snes	./roms/USA/NHL '95 (USA).zip
snes	Striker (Europe)	85	1	snes	./roms/Europe/World Cup Striker (Europe).zip
snes	Super Hockey (Europe)	85	1	snes	./roms/Europe/Super Hockey (Europe).zip
snes	Super Pang (Europe)	85	0	snes	./roms/Europe/Super Pang (Europe).zip
snes	Tecmo Super NBA Basketball (USA)	85	1	snes	./roms/USA/Tecmo Super NBA Basketball (USA).zip
snes	Teenage Mutant Hero Turtles IV : Turtles in Time (Europe)	85	1	snes	./roms/Europe/Teenage Mutant Hero Turtles IV - Turtles in Time (Europe).zip
snes	Tintin : Prisoners of the Sun (Europe)	85	2	snes	./roms/USA/Tintin - Prisoners of the Sun (Europe).zip
snes	Tom and Jerry (USA)	85	0	snes	./roms/USA/Tom and Jerry (USA).zip
snes	Top Gear (USA)	85	0	snes	./roms/USA/Top Gear (USA).zip
snes	Unirally (Europe)	85	1	snes	./roms/Europe/Unirally (Europe).zip
snes	Bishoujo Senshi Sailor Moon R (Japan)	85	2	snes	./roms/Japan/Bishoujo Senshi Sailor Moon R (Japan).zip
snes	Clock Tower (Japan) (Translated En)	85	2	snes	./roms/USA/Clock Tower (Japan) (Translated En).7z
snes	Dragon Ball Z: Super Gokuu Den - Kakusei Hen (Japan)	85	1	snes	./roms/Japan/Dragon Ball Z - Super Gokuu Den - Kakusei Hen (Japan).zip
snes	Masters : Harukanaru Augusta 2 (Japan)	85	1	snes	./roms/Japan/Masters - Harukanaru Augusta 2 (Japan).zip
snes	Nice de Shot (Japan)	85	1	snes	./roms/Japan/Nice de Shot (Japan).zip
snes	Nontan to Issho : Kurukuru Puzzle (Japan)	85	0	snes	./roms/Japan/Nontan to Issho - Kurukuru Puzzle (Japan).zip
snes	Othello World (Japan)	85	1	snes	./roms/Japan/Othello World (Japan).zip
snes	Seiken Densetsu 3 (Japan) (Translated En)	85	3	snes	./roms/USA/Seiken Densetsu 3 (Japan) (Translated En).7z
snes	Super F1 Circus 3 (Japan)	85	1	snes	./roms/Japan/Super F1 Circus 3 (Japan).zip
snes	Super Fire Pro Wrestling III : Easy Type (Japan)	85	1	snes	./roms/Japan/Super Fire Pro Wrestling III - Easy Type (Japan).zip
snes	Super Mario World : Super Mario Bros. 4 (Japan) (En) (Arcade) [b]	85	0	snes	./roms/Japan/Super Mario World (Japan) (En) (Arcade) [b].zip
snes	Super Tetris 2 + Bombliss: Genteiban (Japan) (Genteiban)	85	0	snes	./roms/Japan/Super Tetris 2 + Bombliss (Japan) (Genteiban).zip
snes	Tactics Ogre : Let Us Cling Together (Japan) (Translated En)	85	2	snes	./roms/USA/Tactics Ogre - Let Us Cling Together (Japan) (Translated En).7z
snes	Tecmo Super Bowl (USA)	85	1	snes	./roms/USA/Tecmo Super Bowl (USA).zip
snes	Vs. Collection (Japan)	85	0	snes	./roms/Japan/Vs. Collection (Japan).zip
snes	Wakataka Oozumou : Yume no Kyoudai Taiketsu (Japan)	85	1	snes	./roms/Japan/Wakataka Oozumou - Yume no Kyoudai Taiketsu (Japan).zip
snes	Juusou Kihei Valken (Japan) (Translated En)	85	1	snes	./roms/USA/Assault Suits Valken (Japan) (Translated En).7z
snes	Brawl Brothers (USA)	85	1	snes	./roms/USA/Brawl Brothers (USA).zip
snes	Breath of Fire II (Europe)	85	2	snes	./roms/Europe/Breath of Fire II (Europe).zip
snes	Norse by Norsewest : The Return of the Lost Viking (USA)	85	1	snes	./roms/USA/Lost Vikings 2 (USA).zip
snes	NHL Stanley Cup (USA)	85	1	snes	./roms/USA/NHL Stanley Cup (USA).zip
snes	Super Bomber Man 5 (Japan)	85	1	snes	./roms/USA/Super Bomberman 5 (Japan).7z
snes	Super Ninja Boy (USA)	85	1	snes	./roms/USA/Super Ninja Boy (USA).zip
snes	Uniracers (USA)	85	1	snes	./roms/USA/Uniracers (USA).zip
snes	Wings 2 : Aces High (USA)	85	0	snes	./roms/USA/Wings 2 - Aces High (USA).zip
snes	World Soccer 94 : Road to Glory (USA)	85	0	snes	./roms/USA/World Soccer 94 - Road to Glory (USA).zip
snes	Joe & Mac 3 : Lost in the Tropics (Europe)	85	1	snes	./roms/Europe/Joe & Mac 3 - Lost in the Tropics (Europe).zip
snes	Go Go Ackman 3 (Japan)	85	1	snes	./roms/Japan/Go Go Ackman 3 (Japan).zip
snes	Gokujou Parodius (Japan)	85	2	snes	./roms/Japan/Gokujou Parodius (Japan).zip
snes	Human Baseball (Japan)	85	1	snes	./roms/Japan/Human Baseball (Japan).zip
snes	Cybernator (Europe)	85	1	snes	./roms/Europe/Cybernator (Europe).zip
snes	Blazing Skies (Europe)	85	0	snes	./roms/Europe/Blazing Skies (Europe).zip
snes	Brawl Brothers : Rival Turf! 2 (Europe)	85	1	snes	./roms/Europe/Brawl Brothers - Rival Turf! 2 (Europe).zip
snes	Bishoujo Senshi Sailor Moon : Another Story (Japan)	85	2	snes	./roms/Japan/Bishoujo Senshi Sailor Moon - Another Story (Japan).zip
snes	Captain Tsubasa V : Hasha no Shougou Campione (Japan)	85	1	snes	./roms/Japan/Captain Tsubasa V - Hasha no Shougou Campione (Japan).zip
snes	Bazooka Blitzkrieg (USA)	85	0	snes	./roms/USA/Bazooka Blitzkrieg (USA).zip
snes-msu	Assault Suits Valken (Japan) (MSU1) [T-En] [n]	85	192	snes-msu	./roms/Assault Suits Valken (Japan) (MSU1) [T-En] [n].zip
snes-msu	Batman Returns (USA) (MSU1)	85	836	snes-msu	./roms/Batman Returns (USA) (MSU1).zip
snes-msu	Chrono Trigger (USA) (MSU1)	85	1187	snes-msu	./roms/Chrono Trigger (USA) (MSU1).zip
snes-msu	EarthBound (USA) (MSU1)	85	1169	snes-msu	./roms/EarthBound (USA) (MSU1).zip
snes-msu	Kirby's Dream Land 3 (USA) (MSU1)	85	381	snes-msu	./roms/Kirby's Dream Land 3 (USA) (MSU1).zip
snes-msu	Mickey Mania : The Timeless Adventures of Mickey Mouse (USA) (MSU1)	85	380	snes-msu	./roms/Mickey Mania - The Timeless Adventures of Mickey Mouse (USA) (MSU1).zip
snes-msu	Pitfall : The Mayan Adventure (USA) (MSU1)	85	435	snes-msu	./roms/Pitfall - The Mayan Adventure (USA) (MSU1).zip
snes-msu	Pretty Soldier Sailor Moon - Another Story (Japan) (MSU1) [T-En] [n]	85	540	snes-msu	./roms/Pretty Soldier Sailor Moon - Another Story (Japan) (MSU1) [T-En] [n].zip
snes-msu	Saturday Night Slam Masters (USA) (MSU1)	85	214	snes-msu	./roms/Saturday Night Slam Masters (USA) (MSU1).zip
snes-msu	Street Fighter Alpha 2 (USA) (MSU1)	85	356	snes-msu	./roms/Street Fighter Alpha 2 (USA) (MSU1).zip
snes-msu	Super Mario World (USA) (MSU1)	85	1708	snes-msu	./roms/Super Mario World (USA) (MSU1).zip
snes-msu	Top Gear (USA) (MSU1)	85	231	snes-msu	./roms/Top Gear (USA) (MSU1).zip
snes-msu	Wild Guns (USA) (MSU1)	85	130	snes-msu	./roms/Wild Guns (USA) (MSU1).zip
snes-msu	Ys III : Wanderers from Ys (USA) (MSU1)	85	670	snes-msu	./roms/Ys III - Wanderers from Ys (USA) (MSU1).zip
snes-msu	Demon's Crest (USA) (MSU1)	85	304	snes-msu	./roms/Demon's Crest (USA) (MSU1).zip
supergrafx	Madou King Granzort (Japan)	85	0	supergrafx	./roms/Madou Ou Granzort (Japan).zip
switch	Astral Chain	85	10344	switch	./roms/ASTRAL CHAIN.nsp
switch	Axiom Verge	85	558	switch	./roms/Axiom Verge (USA).xci
switch	Cuphead	85	3803	switch	./roms/Cuphead.xci
switch	Donkey Kong Country : Tropical Freeze	85	7155	switch	./roms/Donkey Kong Country Tropical Freeze.xci
switch	Dragon Ball FighterZ	85	10473	switch	./roms/DRAGON BALL FighterZ.xci
switch	Kirby and the Forgotten Land	85	6170	switch	./roms/Kirby and the Forgotten Land.xci
switch	Luigi's Mansion 3	85	7986	switch	./roms/Luigi's Mansion 3.xci
switch	Monster Hunter Rise	85	7076	switch	./roms/MONSTER HUNTER RISE.xci
switch	Red Dead Redemption	85	12124	switch	./roms/Red Dead Redemption.xci
switch	Sea of Stars	85	4383	switch	./roms/Sea of Stars.xci
switch	Shin Megami Tensei V	85	15220	switch	./roms/Shin Megami Tensei V.xci
switch	Sonic Mania	85	400	switch	./roms/Sonic Mania.xci
switch	Splatoon 2	85	8712	switch	./roms/Splatoon 2.xci
switch	Super Mario Maker 2	85	3097	switch	./roms/Super Mario Maker 2.xci
switch	Tactics Ogre: Reborn	85	6919	switch	./roms/Tactics Ogre Reborn.xci
switch	Teenage Mutant Ninja Turtles : Shredder's Revenge	85	1539	switch	./roms/Teenage Mutant Ninja Turtles Shredders Revenge.xci
switch	Teenage Mutant Ninja Turtles: The Cowabunga Collection	85	3756	switch	./roms/Teenage Mutant Ninja Turtles The Cowabunga Collection.xci
switch	The Legend Of Zelda : Link's Awakening	85	6315	switch	./roms/The Legend of Zelda Links Awakening.xci
vectrex	3D Narrow Escape (USA)	85	0	vectrex	./roms/3D Narrow Escape (USA).zip
virtualboy	T&E Virtual Golf (USA)	85	1	virtualboy	./roms/Golf (USA).zip
wii	Bit.trip Complete (USA)	85	925	wii	./roms/Bit.Trip Complete (USA).wbfs
wii	Boogie SuperStar (USA)	85	1344	wii	./roms/Boogie SuperStar (USA).wbfs
wii	Cabela's Big Game Hunter 2010 (USA)	85	384	wii	./roms/Cabela's Big Game Hunter (USA).wbfs
wii	Cabela's Dangerous Hunts 2009 (USA)	85	782	wii	./roms/Cabela's Dangerous Hunts 2009 (USA).wbfs
wii	Castlevania Judgment (USA)	85	1894	wii	./roms/Castlevania Judgment (USA).wbfs
wii	Geometry Wars Galaxies (USA)	85	384	wii	./roms/Geometry Wars - Galaxies (USA).wbfs
wii	Ghost Squad (USA)	85	1097	wii	./roms/Ghost Squad (USA).wbfs
wii	Guilty Gear XX Accent Core Plus (USA)	85	1569	wii	./roms/Guilty Gear XX Accent Core Plus (USA).wbfs
wii	Harvest Moon: Tree of Tranquility (USA)	85	1686	wii	./roms/Harvest Moon - Tree Of Tranquility (USA).wbfs
wii	King of Fighters Collection: The Orochi Saga (USA)	85	2372	wii	./roms/King of Fighters Collection, The - The Orochi Saga (USA).wbfs
wii	Kirby's Return to Dream Land (USA)	85	1254	wii	./roms/Kirby's Return to Dream Land (USA).wbfs
wii	The Legend of Zelda - Skyward Sword (USA)	85	4700	wii	./roms/Legend of Zelda, The - Skyward Sword (USA).iso
wii	LEGO Batman 2 : DC Super Heroes (USA)	85	2716	wii	./roms/LEGO Batman 2 - DC Super Heroes (USA).wbfs
wii	LEGO Star Wars III: The Clone Wars (USA)	85	2481	wii	./roms/LEGO Star Wars III - The Clone Wars (USA).wbfs
wii	Lost in Shadow (USA)	85	1135	wii	./roms/Lost in Shadow (USA).wbfs
wii	Mario Super Sluggers (USA)	85	1510	wii	./roms/Mario Super Sluggers (USA).wbfs
wii	Metroid: Other M (USA)	85	7801	wii	./roms/Metroid - Other M (USA).wbfs
wii	MySims Kingdom (USA)	85	3574	wii	./roms/MySims Kingdom (USA).wbfs
wii	Mysims Skyheroes (USA)	85	1202	wii	./roms/MySims Sky Heroes (USA).wbfs
wii	Mystery Case Files: The Malgrave Incident (USA)	85	1567	wii	./roms/Mystery Case Files - The Malgrave Incident (USA).wbfs
wii	New Super Mario Bros. Wii (USA)	85	377	wii	./roms/New Super Mario Bros. Wii (USA).wbfs
wii	Petz Sports (USA)	85	1403	wii	./roms/Petz Sports (USA).wbfs
wii	PokéPark 2: Wonders Beyond (USA)	85	952	wii	./roms/PokePark 2 - Wonders Beyond (USA).wbfs
wii	Prince of Persia: Rival Swords (USA)	85	1535	wii	./roms/Prince of Persia - Rival Swords (USA).wbfs
wii	Resident Evil 4: Wii Edition (USA)	85	4264	wii	./roms/Resident Evil 4 - Wii Edition (USA).wbfs
wii	Shaun White Snowboarding: Road Trip (USA)	85	2181	wii	./roms/Shaun White Snowboarding - Road Trip (USA).wbfs
wii	Super Mario Galaxy (USA)	85	3511	wii	./roms/Super Mario Galaxy (USA).wbfs
wii	Super Paper Mario (USA)	85	428	wii	./roms/Super Paper Mario (USA).wbfs
wii	Tatsunoko vs. Capcom: Ultimate All-Stars (USA)	85	1680	wii	./roms/Tatsunoko vs. Capcom - Ultimate All-Stars (USA).wbfs
wii	Tony Hawk's Downhill Jam (USA)	85	2611	wii	./roms/Tony Hawk's Downhill Jam (USA).wbfs
wii	Trauma Center: Second Opinion (USA)	85	1489	wii	./roms/Trauma Center - Second Opinion (USA).wbfs
wii	DJ Hero 2 (USA)	85	2340	wii	./roms/DJ Hero 2 (USA).wbfs
wii	Fishing Master (USA)	85	327	wii	./roms/Fishing Master (USA).wbfs
wii	Gunblade NY & LA Machineguns: Arcade Hits Pack (USA)	85	1458	wii	./roms/Gunblade NY & LA Machineguns  - Arcade Hits Pack (USA).wbfs
wiiu	DuckTales Remastered	85	608	wiiu	./roms/DuckTales Remastered (US).wua
wiiu	Mario Kart 8	85	1261	wiiu	./roms/TURBO (US).wua
wiiu	Pikmin 3	85	3646	wiiu	./roms/PIKMIN 3 (US).wua
wiiu	Pokkén Tournament	85	3489	wiiu	./roms/POKKÉN TOURNAMENT (US).wua
wiiu	Skylanders Trap Team	85	10056	wiiu	./roms/Skylanders Trap Team (US).wua
wiiu	Splatoon	85	1581	wiiu	./roms/Splatoon (US).wua
wiiu	140	85	83	wiiu	./roms/140 (EU).wua
wiiware	Bit.trip Beat (USA) (v256)	85	49	wiiware	./roms/Bit. Trip Beat (USA) (v256).wad
wiiware	Bit.trip Core (USA)	85	43	wiiware	./roms/Bit. Trip Core (USA).wad
wiiware	Bit.trip Void (USA)	85	45	wiiware	./roms/Bit. Trip Void (USA).wad
wiiware	Bomberman Blast (USA)	85	33	wiiware	./roms/Bomberman Blast (USA).wad
wiiware	Dracula : Undead Awakening (USA)	85	39	wiiware	./roms/Dracula - Undead Awakening (USA).wad
wiiware	Frogger Returns (USA)	85	34	wiiware	./roms/Frogger Returns (USA).wad
wiiware	Gradius Rebirth (USA) (v257)	85	30	wiiware	./roms/Gradius ReBirth (USA) (v257).wad
wiiware	La-mulana (USA)	85	45	wiiware	./roms/La-Mulana (USA).wad
wiiware	Mega Man 9 : The Ambition's Revival (USA)	85	16	wiiware	./roms/Mega Man 9 (USA).wad
wiiware	Mix Superstar (USA)	85	49	wiiware	./roms/Mix Superstar (USA).wad
wiiware	Phoenix Wright : Ace Attorney (USA)	85	47	wiiware	./roms/Phoenix Wright - Ace Attorney (USA).wad
wiiware	Toki Tori (USA)	85	41	wiiware	./roms/Toki Tori (USA).wad
wiiware	You, Me, And The Cubes (USA)	85	24	wiiware	./roms/You, Me, and the Cubes (USA).wad
wiiware	2 Fast 4 Gnomz (USA)	85	19	wiiware	./roms/2 Fast 4 Gnomz (USA).wad
wiiware	Bit.trip Runner (USA)	85	49	wiiware	./roms/Bit. Trip Runner (USA).wad
wiiware	Hoopworld (USA)	85	46	wiiware	./roms/HoopWorld (USA).wad
wiiware	Kyotokei (USA)	85	22	wiiware	./roms/Kyotokei (USA).wad
wiiware	Tetris Party (USA)	85	36	wiiware	./roms/Tetris Party (USA).wad
wonderswancolor	Neo Turf Masters (World) (En,Ja)	85	1	ngpc	./roms/Neo Turf Masters (World) (En,Ja).zip
wonderswancolor	Faselei! (Europe)	85	1	ngpc	./roms/Faselei! (Europe).zip
wonderswancolor	Naruto - Konoha Ninpouchou (Japan)	85	2	wswanc	./roms/Naruto - Konoha Ninpouchou (Japan).zip
wonderswancolor	Alchemist Marie & Elie : Futari no Atelier (Japan)	85	1	wswanc	./roms/Alchemist Marie & Elie - Futari no Atelier (Japan).zip
wonderswancolor	Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan)	85	1	wswanc	./roms/Hanjuku Hero - Ah, Sekai yo Hanjuku Nare...!! (Japan).zip
xbox	Mechassault	85	0	xbox	./roms/MechAssault (USA).iso
xbox	007 : Agent Under Fire	85	1720	xbox	./roms/007 - Agent Under Fire (USA).iso
xbox	All-Star Baseball 2003	85	1341	xbox	./roms/All-Star Baseball 2003 featuring Derek Jeter (USA).iso
xbox	Brute Force	85	5497	xbox	./roms/Brute Force (USA) (En,Fr,De,Es,It).iso
xbox	Capcom Vs. SNK 2 EO	85	410	xbox	./roms/Capcom vs. SNK 2 EO (USA).iso
xbox	Fable	85	2473	xbox	./roms/Fable (USA, Europe).iso
xbox	Harry Potter and the Chamber of Secrets	85	2635	xbox	./roms/Harry Potter and the Chamber of Secrets (USA).iso
xbox	Jet Set Radio Future	85	2502	xbox	./roms/JSRF - Jet Set Radio Future (USA).iso
xbox	Kung Fu Chaos	85	3478	xbox	./roms/Kung Fu Chaos (USA, Asia) (En,Fr,De).iso
xbox	Dead Or Alive : Ultimate	85	4327	xbox	./roms/Dead or Alive Ultimate (Disc 1) (USA).iso
xbox	Aggressive Inline	85	1287	xbox	./roms/Aggressive Inline (USA).iso
xbox360	Diablo III	85	7778	xbox360	./roms/Diablo III.iso
xbox360	Halo 4	85	0	xbox360	./roms/Halo 4.iso
xbox360	Coupe du Monde de la FIFA : Afrique du Sud 2010	85	6585	xbox360	./roms/2010 FIFA World Cup - South Africa.iso
xbox360	Battlestations : Pacific	85	5234	xbox360	./roms/Battlestations Pacific.iso
xbox360	Colin McRae : DiRT 2	85	6863	xbox360	./roms/Dirt 2.iso
xbox360	Divinity II : The Dragon Knight Saga	85	6888	xbox360	./roms/Divinity II - The Dragon Knight Saga.iso
xbox360	Race Driver : GRID	85	6802	xbox360	./roms/GRID.iso
xbox360	The Outfit	85	6106	xbox360	./roms/Outfit, The.iso
xbox360	Red Dead Redemption : Undead Nightmare	85	7136	xbox360	./roms/Red Dead Redemption - Undead Nightmare.iso
xbox360	Tekken Tag Tournament 2	85	8304	xbox360	./roms/Tekken Tag Tournament 2.iso
xbox360	Bayonetta	85	7269	xbox360	./roms/Bayonetta.iso
xbox360	Bully : Scholarship Edition	85	3157	xbox360	./roms/Bully Scholarship Edition.iso
xbox360	Burnout : Revenge	85	3847	xbox360	./roms/Burnout Revenge.iso
xbox360	Halo 3	85	6103	xbox360	./roms/Halo 3.iso
zxspectrum	Exolon (Europe)	85	0	zxspectrum	./roms/Exolon (Europe).zip
zxspectrum	Great Escape, The (Europe)	85	0	zxspectrum	./roms/Great Escape, The (Europe).zip
zxspectrum	International Match Day (Europe)	85	0	zxspectrum	./roms/International Match Day (Europe).zip
zxspectrum	Moon Alert (Europe)	85	0	zxspectrum	./roms/Moon Alert (Europe).zip
zxspectrum	Myth : History in the Making (Europe)	85	0	zxspectrum	./roms/Myth - History in the Making (Europe).zip
zxspectrum	Target; Renegade (Europe)	85	0	zxspectrum	./roms/Renegade II - Target Renegade (Europe).zip
zxspectrum	Starstrike II (Europe)	85	0	zxspectrum	./roms/Starstrike II (Europe).zip
zxspectrum	Strike Force Harrier (Europe)	85	0	zxspectrum	./roms/Strike Force Harrier (Europe).zip
zxspectrum	Thrust II (Europe)	85	0	zxspectrum	./roms/Thrust II (Europe).zip
zxspectrum	Tir Na Nog (Europe)	85	0	zxspectrum	./roms/Tir Na Nog (Europe).zip
zxspectrum	Welltris (Europe)	85	0	zxspectrum	./roms/Welltris (Europe).zip
zxspectrum	Where Time Stood Still (Europe)	85	0	zxspectrum	./roms/Where Time Stood Still (Europe).zip
zxspectrum	Wild West Seymour (Europe)	85	0	zxspectrum	./roms/Wild West Seymour (Europe).zip
zxspectrum	Ant Attack (Europe)	85	0	zxspectrum	./roms/Ant Attack (Europe).zip
zxspectrum	Dan Dare : Pilot of the Future (Europe)	85	0	zxspectrum	./roms/Dan Dare - Pilot of the Future (Europe).zip
zxspectrum	Legions Of Death (Europe)	85	0	zxspectrum	./roms/Legions of Death (Europe).zip
3do	Battle Pinball (Japan)	80	210	3do	./roms/Japan/Battle Pinball (Japan).chd
3do	Lost Eden (USA)	80	210	3do	./roms/USA/Lost Eden (USA).chd
3do	Crayon Shin-chan : Puzzle Daimaou no Nazo (Japan)	80	210	3do	./roms/Japan/Crayon Shin-chan - Puzzle Daimaou no Nazo (Japan).chd
3do	Doctor Hauzer (Japan)	80	210	3do	./roms/Japan/Doctor Hauzer (Japan).chd
3do	D (USA, Europe) (Disc 2)	80	332	3do	./roms/USA/D (USA, Europe) (Disc 2).chd
3do	Daedalus Episode 1: Nanpasen no Alien (USA) (Disc 4)	80	403	3do	./roms/USA/Daedalus Encounter, The (USA) (Disc 4).chd
3do	Pretty Soldier Sailor Moon S (Japan)	80	370	3do	./roms/Japan/Bishoujo Senshi Sailor Moon S (Japan).chd
3do	Fatty Bear's Funpack (USA)	80	15	3do	./roms/USA/Fatty Bear's Funpack (USA).chd
3do	Fun Game: Soft no Omochabako (USA)	80	360	3do	./roms/USA/Fun 'n Games (USA).chd
3do	Icebreaker (USA)	80	210	3do	./roms/USA/Icebreaker (USA).chd
3do	NFL Madden Football (USA)	80	182	3do	./roms/USA/John Madden Football (USA).chd
3do	The Lost Files of Sherlock Holmes (USA)	80	474	3do	./roms/USA/Lost Files of Sherlock Holmes, The (USA).chd
3do	Sword & Sorcery (USA)	80	136	3do	./roms/USA/Lucienne's Quest (USA).chd
3do	Oceans Below (USA)	80	210	3do	./roms/USA/Oceans Below (USA).chd
3do	Out of this World (USA)	80	216	3do	./roms/USA/Out of this World (USA).chd
3do	PGA Tour 96 (USA)	80	158	3do	./roms/USA/PGA Tour 96 (USA).chd
3do	Robinson's Requiem (USA)	80	210	3do	./roms/USA/Robinson's Requiem (USA).chd
3do	Shock Wave : Operation JumpGate (USA, Europe)	80	127	3do	./roms/USA/Shockwave - Operation JumpGate (USA, Europe).chd
3do	Shock Wave 2 : Beyond the Gate (USA) (Disc 2)	80	415	3do	./roms/USA/Shockwave 2 - Beyond the Gate (USA) (Disc 2).chd
3do	Space Ace (USA)	80	229	3do	./roms/USA/Space Ace (USA).chd
3do	Star Fighter (USA, Europe)	80	293	3do	./roms/USA/Star Fighter (USA, Europe).chd
3do	Stellar 7 : Draxon's Revenge (USA)	80	210	3do	./roms/USA/Stellar 7 - Draxon's Revenge (USA).chd
3do	True Golf Classics : Waialae Country Club (USA)	80	259	3do	./roms/USA/Waialae Country Club (USA).chd
3do	Royal Pro Wrestling (Japan)	80	158	3do	./roms/Japan/Royal Pro Wrestling - Jikkyou Live!! (Japan).chd
3do	The Incredible Machine (USA)	80	246	3do	./roms/USA/Incredible Machine, The (USA).chd
3do	Crash 'n Burn (USA)	80	348	3do	./roms/USA/Crash 'n Burn (USA).chd
amiga500	Apidya	80	2	amiga500	./roms/Apidya.zip
amiga500	Panza Kick Boxing	80	1	amiga500	./roms/Best of the Best - Championship Karate.zip
amiga500	BloodNet : A Cyberpunk Gothic	80	7	amiga500	./roms/BloodNet.zip
amiga500	Bombuzal	80	0	amiga500	./roms/Bombuzal.zip
amiga500	Brides of Dracula	80	0	amiga500	./roms/Brides of Dracula.zip
amiga500	Bubba 'n' Stix	80	1	amiga500	./roms/Bubba 'n' Stix.zip
amiga500	Cannon Fodder 2	80	1	amiga500	./roms/Cannon Fodder 2.zip
amiga500	Castle Kingdoms	80	1	amiga500	./roms/Castle Kingdoms.zip
amiga500	Chamber of the Sci-Mutant Priestess	80	1	amiga500	./roms/Chamber of the Sci-Mutant Priestess.zip
amiga500	Crystals of Arborea	80	0	amiga500	./roms/Crystals of Arborea.zip
amiga500	Cybernetix - The First Battle	80	0	amiga500	./roms/Cybernetix - The First Battle.zip
amiga500	Defender of the Crown [EU]	80	1	amiga500	./roms/Defender of the Crown [EU].zip
amiga500	Disc	80	1	amiga500	./roms/Disc.zip
amiga500	ECO [EU]	80	0	amiga500	./roms/ECO [EU].zip
amiga500	Eliminator	80	1	amiga500	./roms/Eliminator.zip
amiga500	Exile	80	0	amiga500	./roms/Exile.zip
amiga500	F-16 Combat Pilot	80	0	amiga500	./roms/F-16 Combat Pilot.zip
amiga500	Falcon	80	1	amiga500	./roms/Falcon.zip
amiga500	Fascination [DE]	80	1	amiga500	./roms/Fascination [DE].zip
amiga500	Fire and Brimstone	80	1	amiga500	./roms/Fire and Brimstone.zip
amiga500	Fury of the Furries	80	3	amiga500	./roms/Fury of the Furries.zip
amiga500	Garrison	80	1	amiga500	./roms/Garrison.zip
amiga500	Gear Works	80	0	amiga500	./roms/Gear Works.zip
amiga500	Gem'X	80	0	amiga500	./roms/Gem'X.zip
amiga500	Goal!	80	1	amiga500	./roms/Goal!.zip
amiga500	Golden Axe	80	1	amiga500	./roms/Golden Axe.zip
amiga500	Grand Monster Slam	80	1	amiga500	./roms/Grand Monster Slam.zip
amiga500	Great Courts 2	80	1	amiga500	./roms/Pro Tennis Tour 2.zip
amiga500	Gunship	80	0	amiga500	./roms/Gunship.zip
amiga500	Hawkeye	80	1	amiga500	./roms/Hawkeye.zip
amiga500	Heimdall	80	4	amiga500	./roms/Heimdall.zip
amiga500	Infestation	80	0	amiga500	./roms/Infestation.zip
amiga500	It Came from the Desert	80	2	amiga500	./roms/It Came from the Desert.zip
amiga500	Jaguar XJ220	80	2	amiga500	./roms/Jaguar XJ220.zip
amiga500	James Pond 2 : Codename RoboCod	80	0	amiga500	./roms/James Pond 2 - Codename Robocod.zip
amiga500	Kid Chaos	80	3	amiga500	./roms/Kid Chaos.zip
amiga500	Lamborghini: American Challenge	80	1	amiga500	./roms/Lamborghini American Challenge.zip
amiga500	Laser Squad	80	1	amiga500	./roms/Laser Squad.zip
amiga500	Last Battle	80	0	amiga500	./roms/Last Battle.zip
amiga500	Lemmings	80	1	amiga500	./roms/Lemmings.zip
amiga500	Manix	80	0	amiga500	./roms/Manix.zip
