what	file	became
renamed	megadrive/Eliminate Down (Japan).zip	megadrive/Killing Game Show, The (Japan, En).zip
renamed	megadrive/Metal Fangs (Japan).zip	megadrive/Mega lo Mania (Japan).zip
renamed	megadrive/Smurfs, The (Europe).zip	megadrive/Ooze, The (Europe).zip
renamed	megadrive/NHL 95 (USA, Europe).zip	megadrive/Elitserien 95 (Sweden).zip
renamed	megadrive/Cosmic Spacehead (USA, Europe).zip	megadrive/Cosmic Spacehead (USA, Europe) (En,Fr,De,Es).zip
renamed	megadrive/Striker (Europe).zip	megadrive/Striker (Europe) (En,Fr,De,Es,It).zip
renamed	megadrive/Magic School Bus, The (USA).zip	megadrive/Magic School Bus, The - Space Exploration Game (USA).zip
renamed	megadrive/King of the Monsters (USA).zip	megadrive/King of the Monsters (Japan).zip
renamed	megadrive/Uchuu Senkan Gomora (Japan).zip	megadrive/Uchuu Senkan Gomora (Japan) (En).zip
renamed	megadrive/Itchy and Scratchy Game, The (USA) (Proto).zip	megadrive/Young Indiana Jones Chronicles, The (USA, Beta).zip
renamed	megadrive/Golden Axe (World).zip	megadrive/Golden Axe (World) (Rev A).zip
renamed	megadrive/B.O.B. (USA, Europe).zip	megadrive/B.O.B. (USA, Europe) (Beta).zip
renamed	megadrive/Phelios (USA).zip	megadrive/Phelios (Japan) (En).zip
renamed	megadrive/Last Action Hero (USA, Europe).zip	megadrive/Last Action Hero (USA).zip
renamed	megadrive/Surging Aura (Japan) (Translated Fr).zip	megadrive/Surging Aura (Japan).zip
renamed	megadrive/Curse (Japan).zip	megadrive/OutRun (Japan, En).zip
renamed	megadrive/Uzu Keobukseon (Korea).zip	megadrive/Dongguri Techi Jakjeon (Korea).zip
renamed	megadrive/Galaxy Force II (World).zip	megadrive/Galaxy Force II (Japan) (En).zip
renamed	megadrive/Sonic Classic Heroes (World) (Hack).zip	megadrive/Sonic Compilation (USA, Europe, Korea) (En) (Rev A).zip
renamed	megadrive/Nakajima Satoru Kanshuu F1 Super License (Japan).zip	megadrive/Ozaki Naomichi no Super Masters (Japan).zip
renamed	megadrive/Spirou (Europe).zip	megadrive/Spirou (Europe) (En,Fr,De,Es).zip
renamed	megadrive/Devilish - The Next Possession (USA).zip	megadrive/Mahjong Emo Ta - Devilish Mahjong Tower (Taiwan).zip
renamed	megadrive/Turbo OutRun (Japan, Europe).zip	megadrive/Turbo OutRun (Japan, Europe) (En).zip
renamed	megadrive/Altered Beast (USA, Europe).zip	megadrive/Altered Beast (USA, Europe) (Rev 2).zip
renamed	megadrive/Master of Weapon (Japan).zip	megadrive/Ambition of Caesar (Japan).zip
renamed	megadrive/Fire Shark (USA).zip	megadrive/Fire Shark (Europe).zip
renamed	megadrive/Brutal - Paws of Fury (USA).zip	megadrive/Brutal - Paws of Fury (Europe) (En,Fr,De).zip
renamed	megadrive/Sagaia (USA).zip	megadrive/Soleil (France).zip
renamed	megadrive/Ren & Stimpy Show Presents Stimpy's Invention, The (USA).zip	megadrive/Ren & Stimpy Show Presents, The - Stimpy's Invention (USA).zip
renamed	megadrive/Last Battle (USA, Europe).zip	megadrive/Last Battle (USA, Europe, Korea) (En).zip
renamed	megadrive/Nigel Mansell's World Championship Racing (USA).zip	megadrive/Nigel Mansell's World Championship Racing (Europe).zip
renamed	megadrive/Star Control (USA).zip	megadrive/Star Control (USA, Europe).zip
renamed	megadrive/Twinkle Tale (Japan) (Translated En).zip	megadrive/Olympic Gold (Japan, USA, Korea, En,Fr,De,Es,It,Nl,Pt,Sv, Rev A).zip
renamed	megadrive/Bug Hunt (World) (Unl).zip	megadrive/Bug Hunt (World).zip
renamed	megadrive/Sonic the Hedgehog 2 (World).zip	megadrive/Sonic The Hedgehog 2 (World) (Rev A).zip
renamed	megadrive/Nakajima Satoru Kanshuu F1 Grand Prix (Japan).zip	megadrive/Nakajima Satoru Kanshuu - F-1 Hero MD (Japan).zip
renamed	megadrive/Langrisser II (Japan) (Translated En).zip	megadrive/Langrisser II (Japan) (Rev A).zip
renamed	megadrive/Super Volley Ball (USA).zip	megadrive/Super Volleyball (USA).zip
renamed	megadrive/Mega SWIV (Europe).zip	megadrive/Mega Games I (USA, Europe).zip
renamed	megadrive/Exodus - Journey to the Promised Land (USA) (Unl).zip	megadrive/Exodus - Journey to the Promised Land (USA).zip
renamed	megadrive/MegaPanel (Japan).zip	megadrive/Ex-Ranza (Japan, En).zip
renamed	megadrive/Jurassic Park (USA).zip	megadrive/Jurassic Park (Japan) (En).zip
renamed	megadrive/Doki Doki Penguin Land (Japan).zip	megadrive/Dino Land (Japan, En).zip
renamed	megadrive/Puyo Puyo (Japan).zip	megadrive/獣王記 (Japan, En).zip
renamed	megadrive/Art of Fighting (USA).zip	megadrive/Art of Fighting (Europe).zip
renamed	megadrive/Winter Challenge (USA, Europe).zip	megadrive/Winter Challenge (USA, Europe) (Rev 1).zip
renamed	megadrive/Pete Sampras Tennis (USA, Europe).zip	megadrive/Pete Sampras Tennis (USA, Europe) (Rev 1) (MDST17FF) (J-Cart).zip
renamed	megadrive/Fatal Labyrinth (USA, Europe).zip	megadrive/Fatal Labyrinth (USA, Europe) (En,Ja).zip
renamed	megadrive/Lotus II (USA, Europe).zip	megadrive/Lotus II (USA, Europe) (Beta).zip
renamed	megadrive/Oh Mummy (World) (Unl).zip	megadrive/Oh Mummy Genesis (World).zip
renamed	megadrive/T2 - The Arcade Game (USA, Europe).zip	megadrive/T2 - The Arcade Game (USA) (Beta).zip
renamed	megadrive/Strider Returns - Journey from Darkness (USA).zip	megadrive/Journey from Darkness - Strider Returns (USA).zip
renamed	megadrive/Columns (World).zip	megadrive/Columns (Japan) (En).zip
renamed	megadrive/Revenge of Shinobi, The (USA, Europe).zip	megadrive/Revenge of Shinobi, The (USA, Europe) (Rev B).zip
renamed	megadrive/Ghostbusters (World).zip	megadrive/Ghostbusters (USA, Europe) (En,Ja).zip
renamed	megadrive/Toki - Going Ape Spit (World).zip	megadrive/Toki - Going Ape Spit (USA, Europe).zip
renamed	megadrive/Baby's Day Out (USA) (Proto).zip	megadrive/Baby's Day Out (USA) (Proto 1).zip
renamed	megadrive/Ultraman (Japan).zip	megadrive/Batman (Japan, En).zip
renamed	megadrive/Tecmo Super Bowl II - Special Edition (USA).zip	megadrive/Tecmo Super Bowl II - Special Edition (Japan) (En).zip
renamed	megadrive/Teenage Mutant Ninja Turtles - Tournament Fighters (USA).zip	megadrive/Teenage Mutant Ninja Turtles - Tournament Fighters (Japan).zip
renamed	megadrive/Wrestle War (Japan, Europe).zip	megadrive/Wrestle War (Japan, Europe) (En).zip
renamed	megadrive/TNN Bass Tournament of Champions (USA).zip	megadrive/TNN Bass Tournament of Champions (USA) (Rev 1).zip
renamed	megadrive/After Burner II (USA, Europe).zip	megadrive/After Burner II (Japan) (En).zip
renamed	megadrive/Gauntlet IV (USA, Europe).zip	megadrive/Gauntlet IV (USA, Europe) (Beta).zip
renamed	megadrive/Pyramid Magic III (Japan).zip	megadrive/Sangokushi III (Japan).zip
renamed	megadrive/Two Crude Dudes (USA).zip	megadrive/Two Crude Dudes (Europe).zip
renamed	megadrive/Dangerous Seed (Japan).zip	megadrive/Langrisser (Japan).zip
renamed	megadrive/Contra - Hard Corps (USA, Korea).zip	megadrive/Contra - Hard Corps (USA, Korea) (En).zip
renamed	megadrive/Tiny Toon Adventures - Acme All-Stars (USA, Korea).zip	megadrive/Tiny Toon Adventures - ACME All-Stars (USA, Korea) (En).zip
renamed	megadrive/DJ Boy (USA).zip	megadrive/DJ Boy (Europe).zip
renamed	megadrive/Tecmo Super Bowl (USA).zip	megadrive/Tecmo Super Bowl (Japan) (En).zip
renamed	megadrive/XDR - X-Dazedly-Ray (Japan).zip	megadrive/XDR - X-Dazedly-Ray (Japan) (En).zip
renamed	megadrive/Instruments of Chaos Starring Young Indiana Jones (USA).zip	megadrive/Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 1).zip
renamed	megadrive/High Seas Havoc (USA).zip	megadrive/High Seas Havoc (USA) (En,Ja).zip
renamed	megadrive/Barver Battle Saga - Tai Kong Zhan Shi (China) (Unl) (Translated En).zip	megadrive/Taikong Zhanshi - Mofa Zhanshi (Barver Battle Saga, Taiwan).zip
renamed	megadrive/Best of the Best - Championship Karate (USA).zip	megadrive/Best of the Best - Championship Karate (Europe) (Proto).zip
renamed	megadrive/Huan Le Tao Qi Shu - Smart Mouse (China) (Unl).zip	megadrive/Huanle Taoqi Shu - Smart Mouse (Taiwan) (En).zip
renamed	megadrive/Sensible Soccer - International Edition (Europe).zip	megadrive/International Sensible Soccer (Europe, En,Fr,De,It).zip
renamed	megadrive/Barbie Super Model (USA).zip	megadrive/Barbie Super Model (USA) (Beta).zip
renamed	megadrive/Rock n' Roll Racing (USA).zip	megadrive/Rock 'n' Roll Racing (Europe).zip
renamed	megadrive/Ottifants, The (Europe).zip	megadrive/Ottifants, The (Europe) (En,Fr,De,Es,It).zip
renamed	megadrive/Bubba'n'Stix - A Strategy Adventure (USA).zip	megadrive/Bubba 'N' Stix (Europe).zip
renamed	megadrive/Whac-a-Critter (USA) (Unl).zip	megadrive/Whac-a-Critter (USA).zip
renamed	megadrive/World Cup USA 94 (USA, Europe).zip	megadrive/World Cup USA 94 (USA, Europe, Korea) (En,Fr,De,Es,It,Nl,Pt,Sv).zip
renamed	megadrive/Taz in Escape from Mars (USA).zip	megadrive/Taz in Escape from Mars (Europe).zip
renamed	megadrive/Action 52 (USA) (Unl).zip	megadrive/Action 52 (USA).zip
renamed	megadrive/Flink (Europe).zip	megadrive/F1 (Europe).zip
renamed	megadrive/Terminator, The (USA).zip	megadrive/Terminator, The (Europe).zip
renamed	megadrive/Forgotten Worlds (World).zip	megadrive/Forgotten Worlds (World) (En,Ja).zip
renamed	megadrive/Atomic Runner (USA).zip	megadrive/Atomic Runner (Europe).zip
renamed	megadrive/Phantom 2040 (USA).zip	megadrive/Phantom 2040 (Europe) (En,Fr,De).zip
renamed	megadrive/Pink Goes to Hollywood (USA).zip	megadrive/Pink Goes to Hollywood (USA, Europe).zip
renamed	megadrive/NHL Hockey (USA).zip	megadrive/NHL '94 (USA, Europe).zip
renamed	megadrive/Yuu Yuu Hakusho - Makyou Toitsusen (Japan) (Translated En).zip	megadrive/Yu Yu Hakusho - Makyou Toitsusen (Japan).zip
renamed	megadrive/Puggsy (USA).zip	megadrive/Puggsy (Europe).zip
renamed	megadrive/World of Illusion Starring Mickey Mouse and Donald Duck (USA, Korea).zip	megadrive/World of Illusion Starring Mickey Mouse and Donald Duck (USA, Korea) (En).zip
renamed	megadrive/Ghostbusters (World).7z	megadrive/Ghostbusters (Japan) (En,Ja).7z
renamed	megadrive/Phantasy Star IV (USA).zip	megadrive/Phantasy Star II (Brazil).zip
renamed	megadrive/Michael Jackson's Moonwalker (World).7z	megadrive/Michael Jackson's Moonwalker (Japan, USA) (En).7z
renamed	megadrive/Punisher, The (USA).zip	megadrive/Punisher, The (Europe).zip
renamed	megadrive/Teddy Boy Blues (Japan).zip	megadrive/NBA Playoffs - Bulls vs Blazers (Japan).zip
renamed	megadrive/Theme Park (USA, Europe).zip	megadrive/Theme Park (USA, Europe) (En,Fr,De,Es).zip
renamed	megadrive/RoadBlasters (USA).zip	megadrive/RoadBlasters (Japan) (En).zip
renamed	megadrive/World Championship Soccer (Japan, USA).zip	megadrive/World Championship Soccer (Japan, USA) (En) (Rev A).zip
renamed	megadrive/Spider-Man and Venom - Separation Anxiety (USA, Europe).zip	megadrive/Venom - Spider-Man - Separation Anxiety (USA, Europe).zip
renamed	megadrive/Harukanaru Augusta (Japan).zip	megadrive/Fatal Fury 2 (Japan).zip
renamed	megadrive/Winter Olympic Games (USA).zip	megadrive/Winter Olympic Games (USA) (En,Fr,De,Es,It,Pt,Sv,No).zip
renamed	megadrive/Kick Off 3 - European Challenge (Europe).zip	megadrive/Kick Off 3 - European Challenge (Europe) (En,Fr,De,Es,It).zip
renamed	megadrive/Double Dragon II - The Revenge (Japan).zip	megadrive/Nobunaga's Ambition III (Japan).zip
renamed	megadrive/Tintin au Tibet (Europe).zip	megadrive/Tintin in Tibet (Europe) (En,Fr,De,Es,Nl,Sv).zip
renamed	megadrive/Burning Force (USA).zip	megadrive/Burning Force (Japan) (En).zip
renamed	megadrive/Putty Squad (Europe) (Proto).zip	megadrive/Bubba 'N' Stix (Europe) (Beta).zip
renamed	megadrive/Xiao Monv - Magic Girl (China) (Unl).zip	megadrive/Xiao Monu - Magic Girl (Taiwan).zip
renamed	megadrive/Marsupilami (USA).zip	megadrive/Marsupilami (USA) (En,Fr,De,Es,It).zip
renamed	megadrive/Flash Point (Japan) (Proto).zip	megadrive/Soleil (Japan, Beta).zip
renamed	megadrive/Ayrton Senna's Super Monaco GP II (USA).zip	megadrive/Ayrton Senna's Super Monaco GP II (Japan, Europe) (En,Ja).zip
renamed	megadrive/Project MD (World) (Unl).zip	megadrive/Sonic the Hedgehog 2 (World) (Hack).zip
renamed	megadrive/Daffy Duck in Hollywood (Europe).zip	megadrive/Daffy Duck in Hollywood (Europe) (En,Fr,De,Es,It).zip
renamed	megadrive/Lakers versus Celtics and the NBA Playoffs (USA).zip	megadrive/Lakers versus Celtics and the NBA Playoffs (USA, Europe).zip
renamed	megadrive/Fastest 1 (Japan).zip	megadrive/Flashback (Japan).zip
renamed	megadrive/Techno Clash (USA, Europe).zip	megadrive/TechnoClash (USA, Europe).zip
renamed	megadrive/Sonic & Knuckles + Sonic the Hedgehog 2 (World).zip	megadrive/Sonic & Knuckles + Sonic The Hedgehog 2 (World) (Rev A) (Lock-On).zip
renamed	megadrive/Addams Family Values (Europe).zip	megadrive/Addams Family Values (Europe) (En,Fr,De).zip
renamed	megadrive/Outlander (USA).zip	megadrive/Outlander (USA) (Beta).zip
renamed	megadrive/Kawasaki Superbike Challenge (USA, Europe).zip	megadrive/Kawasaki Superbike Challenge (USA, Europe) (Beta).zip
renamed	megadrive/It Came from the Desert (USA) (Proto).zip	megadrive/Lufia & The Fortress of Doom (USA, Proto).zip
renamed	megadrive/Chinese Fighter III (China) (Unl).zip	megadrive/Tunshi Tiandi III (Taiwan, Traditional).zip
renamed	megadrive/Undead Line (Japan) (Translated En).zip	megadrive/Undead Line (Japan).zip
renamed	megadrive/Ball Jacks (Japan, Europe).zip	megadrive/Bonanza Bros. (Japan, Europe, En,Ja).zip
renamed	megadrive/Starflight (USA, Europe).zip	megadrive/Starflight (USA, Europe) (Rev A).zip
renamed	megadrive/Batman (USA).zip	megadrive/Batman - The Video Game (USA).zip
renamed	megadrive/Atomic Robo-Kid (USA).zip	megadrive/Atomic Robo-Kid (Japan).zip
renamed	megadrive/ToeJam & Earl (World).zip	megadrive/ToeJam & Earl (Japan, Europe) (En) (Rev A).zip
renamed	megadrive/Where in Time Is Carmen Sandiego (USA, Europe).zip	megadrive/Where in Time Is Carmen Sandiego (USA, Europe) (En,Fr,De,Es,It).zip
renamed	megadrive/Spider-Man (USA, Europe) (Acclaim).zip	megadrive/Spider-Man (USA, Europe).zip
renamed	megadrive/Champions World Class Soccer (World).zip	megadrive/Champions World Class Soccer (World) (En,Fr,De,Es).zip
renamed	megadrive/Rainbow Islands Extra (Japan).zip	megadrive/Rainbow Islands Extra (Japan) (En).zip
renamed	megadrive/Mega Turrican (USA).zip	megadrive/Mega Turrican (Europe).zip
renamed	megadrive/Saint Sword (USA).zip	megadrive/Saint Sword (Japan) (En).zip
renamed	megadrive/HardBall! (USA).zip	megadrive/Al Michaels Announces HardBall III (USA, Europe).zip
renamed	megadrive/Tel-Tel Mahjong (Japan).zip	megadrive/ＴＥＬ ＴＥＬ スタジアム (Japan).zip
renamed	megadrive/Hellfire (USA).zip	megadrive/Hellfire (Japan) (En).zip
renamed	megadrive/Smurfs Travel the World, The (Europe).zip	megadrive/Schtroumpfs Autour du Monde, Les (Europe, En,Fr,De,Es).zip
renamed	megadrive/Air Diver (USA).zip	megadrive/Air Diver (Japan) (En).zip
renamed	megadrive/J. League Pro Striker Final Stage (Japan).zip	megadrive/Pro Striker - Final Stage (Japan).zip
renamed	megadrive/Magical Taruruuto-kun (Japan).zip	megadrive/雀皇登龍門 (Japan).zip
renamed	megadrive/Ecco Jr. (USA, Australia).zip	megadrive/Ecco Jr. (USA, Australia) (Beta).zip
renamed	megadrive/F-22 Interceptor (USA, Europe).zip	megadrive/F-22 Interceptor - Advanced Tactical Fighter (USA, Europe) (F-202).zip
renamed	megadrive/Puzzle & Action - Ichidanto-R (Japan).zip	megadrive/F-117 Stealth - Operation - Night Storm (Japan).zip
renamed	megadrive/Heavy Unit - Mega Drive Special (Japan).zip	megadrive/Dyna Brothers 2 Special (Japan, Virtual Console).zip
renamed	megadrive/Shi Jie Zhi Bang Zheng Ba Zhan - World Pro Baseball 94 (China) (Unl).zip	megadrive/San Guo Zhi Lie Zhuan - Luan Shi Qun Ying (Asia).zip
renamed	megadrive/Arrow Flash (USA, Europe).zip	megadrive/Arrow Flash (Japan, Europe) (En).zip
renamed	megadrive/Ghouls 'n Ghosts (USA, Europe).zip	megadrive/Ghouls'n Ghosts (World) (En,Ja) (Rev A).zip
renamed	megadrive/Chuck Rock (USA).zip	megadrive/Chuck Rock (Europe).zip
renamed	megadrive/Micro Machines Turbo Tournament 96 (Europe).zip	megadrive/Micro Machines - Turbo Tournament 96 (Europe) (J-Cart).zip
renamed	megadrive/Chiki Chiki Boys (USA, Europe).zip	megadrive/Chiki Chiki Boys (Japan, Korea) (Ja).zip
renamed	megadrive/Head-On Soccer (USA).zip	megadrive/Fever Pitch Soccer (Europe, En,Fr,De,Es,It).zip
renamed	megadrive/Tetris (Japan).zip	megadrive/SD Valis (Japan).zip
renamed	gamegear/FIFA Soccer 96 (USA, Europe).gg	gamegear/FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es).gg
renamed	gamegear/Sega Game Pack 4 in 1.gg	gamegear/Sega Game Pack 4 in 1 (Europe).gg
renamed	gamegear/Dragon - The Bruce Lee Story (USA).gg	gamegear/Dragon - The Bruce Lee Story (Europe).gg
renamed	gamegear/Lion King, The (USA).gg	gamegear/Lion King, The (Europe).gg
renamed	gamegear/Ristar - The Shooting Star (World).gg	gamegear/Ristar (World).gg
renamed	gamegear/Alien Syndrome (USA, Europe).gg	gamegear/Alien Syndrome (Japan) (En).gg
renamed	gamegear/VR Troopers (USA, Europe).gg	gamegear/VR Troopers (USA, Europe, Brazil) (En).gg
renamed	gamegear/Taz in Escape from Mars (USA, Europe).gg	gamegear/Taz in Escape from Mars (USA, Europe, Brazil) (En).gg
renamed	gamegear/Land of Illusion Starring Mickey Mouse (USA, Europe).gg	gamegear/Land of Illusion Starring Mickey Mouse (USA, Europe, Brazil) (En).gg
renamed	gamegear/Castle of Illusion Starring Mickey Mouse (USA, Europe).gg	gamegear/Castle of Illusion Starring Mickey Mouse (USA, Europe, Brazil) (En).gg
renamed	gamegear/Columns (USA, Europe).gg	gamegear/Columns (USA, Europe, Brazil) (En).gg
renamed	gamegear/Star Wars (USA).gg	gamegear/Star Wars (USA, Europe).gg
renamed	gamegear/Shanghai II (Japan).gg	gamegear/Shanghai II (Japan) (En).gg
renamed	gamegear/Sonic The Hedgehog (World).gg	gamegear/Sonic The Hedgehog (Japan, USA) (En).gg
renamed	gamegear/Shikinjou (Japan).gg	gamegear/Shikinjou (Japan) (En).gg
renamed	gamegear/Daffy Duck in Hollywood (Europe).gg	gamegear/Daffy Duck in Hollywood (Europe, Brazil) (En,Fr,De,Es,It).gg
renamed	gamegear/Yu Yu Hakusho - Horobishimono no Gyakushuu (Japan).gg	gamegear/Yu Yu Hakusho - Horobishimono no Gyakushuu (Japan) (En).gg
renamed	gamegear/Spider-Man and the X-Men in Arcade's Revenge (USA).gg	gamegear/Spider-Man - X-Men - Arcade's Revenge (USA).gg
renamed	gamegear/Desert Speedtrap (USA).gg	gamegear/Desert Speedtrap Starring Road Runner and Wile E. Coyote (USA, Brazil) (En).gg
renamed	gamegear/Aladdin (USA, Europe).gg	gamegear/Aladdin (USA, Europe, Brazil) (En).gg
renamed	gamegear/G-LOC Air Battle (USA, Europe).gg	gamegear/G-LOC - Air Battle (USA, Europe, Brazil) (En).gg
renamed	gamegear/Junction (USA, Europe).gg	gamegear/Junction (Japan) (En).gg
renamed	gamegear/Terminator 2-The Arcade Game.gg	gamegear/T2 - The Arcade Game (USA, Europe).gg
renamed	gamegear/Bram Stoker's Dracula (USA).gg	gamegear/Bram Stoker's Dracula (Europe).gg
renamed	gamegear/Ninja Gaiden (USA, Europe).gg	gamegear/Ninja Gaiden (USA, Europe, Brazil) (En).gg
renamed	gamegear/Mega Man (USA, Europe).gg	gamegear/Mega Man (USA).gg
renamed	gamegear/Kinetic Connection (Japan).gg	gamegear/Kinetic Connection (Japan) (En).gg
renamed	gamegear/Tale Spin (USA, Europe).gg	gamegear/TaleSpin (USA, Europe, Brazil) (En).gg
renamed	gamegear/Ecco II - The Tides of Time (USA, Europe).gg	gamegear/Ecco - The Tides of Time (USA, Europe, Brazil) (En).gg
renamed	gamegear/Mighty Morphin Power Rangers - The Movie (USA, Europe).gg	gamegear/Mighty Morphin Power Rangers - The Movie (USA, Europe, Brazil) (En).gg
renamed	gamegear/F-15 Strike Eagle.gg	gamegear/F-15 Strike Eagle (USA, Europe).gg
renamed	gamegear/Rastan Saga (Japan).gg	gamegear/Rastan Saga (Japan) (En).gg
renamed	gamegear/Sports Trivia - Championship Edition (USA, Europe).gg	gamegear/Sports Trivia - Championship Edition (USA) (Beta 28).gg
renamed	gamegear/Striker (Europe).gg	gamegear/Striker (Europe) (En,Fr,De,Es,It).gg
renamed	gamegear/Fantastic Dizzy (USA).gg	gamegear/Fantastic Dizzy (USA, Europe) (En,Fr,De,Es,It).gg
renamed	gamegear/Slam Dunk -Shouri he no Starting 5.gg	gamegear/From TV Animation Slam Dunk - Shouri e no Starting 5 (Japan).gg
renamed	gamegear/Bartman Meets Radioactive Man (USA, Europe).gg	gamegear/Simpsons, The - Bartman Meets Radioactive Man (USA).gg
renamed	gamegear/Chuck Rock II - Son of Chuck (USA).gg	gamegear/Chuck Rock II - Son of Chuck (Europe, Brazil) (En).gg
renamed	gamegear/RoboCop 3 (USA, Europe).gg	gamegear/RoboCop 3 (World).gg
renamed	gamegear/Fantasy Zone (USA).gg	gamegear/Fantasy Zone (USA, Brazil) (En).gg
